Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Test user see available product,Chrome 66.0.3359.139,,2018-05-10 23:09:10,2018-05-10 23:09:20,10.400s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:10,2018-05-10 23:09:12,1.924s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 23:09:12,2018-05-10 23:09:18,5.936s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:18,2018-05-10 23:09:18,0.124s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:18,2018-05-10 23:09:18,0.129s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:18,2018-05-10 23:09:18,0.095s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:18,2018-05-10 23:09:19,1.107s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:19,2018-05-10 23:09:19,0.062s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:19,2018-05-10 23:09:19,0.060s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:19,2018-05-10 23:09:19,0.064s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:19,2018-05-10 23:09:20,0.777s,PASSED
,,,,,,
Test Cases/Test user see available product,Chrome 66.0.3359.139,,2018-05-10 23:09:20,2018-05-10 23:09:30,9.914s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:20,2018-05-10 23:09:22,1.922s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 23:09:22,2018-05-10 23:09:28,5.541s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:28,2018-05-10 23:09:28,0.154s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:28,2018-05-10 23:09:28,0.122s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:28,2018-05-10 23:09:28,0.099s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:28,2018-05-10 23:09:29,1.110s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:29,2018-05-10 23:09:29,0.063s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:29,2018-05-10 23:09:29,0.062s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:29,2018-05-10 23:09:29,0.059s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:29,2018-05-10 23:09:30,0.777s,PASSED
,,,,,,
Test Cases/Test user selecte product,Chrome 66.0.3359.139,,2018-05-10 23:09:30,2018-05-10 23:09:40,9.846s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:30,2018-05-10 23:09:32,1.934s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 23:09:32,2018-05-10 23:09:38,5.792s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:38,2018-05-10 23:09:38,0.143s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:38,2018-05-10 23:09:38,0.106s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:38,2018-05-10 23:09:38,0.102s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:38,2018-05-10 23:09:39,1.131s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 23:09:39,2018-05-10 23:09:40,0.541s,FAILED
,,,,,,
Test Cases/Test wrong user and password,Chrome 66.0.3359.139,,2018-05-10 23:09:40,2018-05-10 23:09:54,13.826s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:40,2018-05-10 23:09:43,2.751s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 23:09:43,2018-05-10 23:09:52,8.761s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:52,2018-05-10 23:09:52,0.123s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 23:09:52,2018-05-10 23:09:52,0.112s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:52,2018-05-10 23:09:52,0.097s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 23:09:52,2018-05-10 23:09:53,1.091s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 23:09:53,2018-05-10 23:09:54,0.752s,PASSED
